frame_idx,time_sec,foot,knee_angle,knee_status,foot_strike_angle,foot_strike_status,overstride_distance,overstride_status,hip_y,is_foot_strike
393,6.55,left,155.0681565803579,borderline,-15.888235055698587,forefoot_strike,0.006933079093231487,good_stride,0.4853636666383335,True
394,6.5667,right,160.1299362800537,borderline,-55.99143072565272,forefoot_strike,0.04932812732017833,good_stride,0.48582314686877787,True
395,6.5833,,,,,,,,0.4870635816764038,False
396,6.6,,,,,,,,0.4882429192650144,False
397,6.6167,,,,,,,,0.4896659435452543,False
398,6.6333,,,,,,,,0.4909105093882328,False
399,6.65,,,,,,,,0.49209889863826084,False
400,6.6667,,,,,,,,0.49315377838910524,False
401,6.6833,,,,,,,,0.4940017949197002,False
402,6.7,,,,,,,,0.49466288630407423,False
403,6.7167,,,,,,,,0.4951921176603663,False
404,6.7333,left,157.30324235914458,borderline,-23.85137543439571,forefoot_strike,0.037248824032431904,good_stride,0.495618310517503,True
405,6.75,,,,,,,,0.4955605813244422,False
406,6.7667,,,,,,,,0.49516620677377554,False
407,6.7833,,,,,,,,0.4944805146244807,False
408,6.8,,,,,,,,0.49349698123005953,False
409,6.8167,,,,,,,,0.49259600092667943,False
410,6.8333,,,,,,,,0.4918250353850865,False
411,6.85,,,,,,,,0.49112141727862535,False
412,6.8667,,,,,,,,0.49166629226346903,False
413,6.8833,,,,,,,,0.49236592825148207,False
414,6.9,,,,,,,,0.49319618992430786,False
415,6.9167,,,,,,,,0.49438719342103543,False
416,6.9333,,,,,,,,0.49571226889409997,False
417,6.95,,,,,,,,0.4973167877064877,False
418,6.9667,,,,,,,,0.499088992860409,False
419,6.9833,,,,,,,,0.5006822169530806,False
420,7.0,,,,,,,,0.501996761618443,False
421,7.0167,,,,,,,,0.5030757702523905,False
422,7.0333,,,,,,,,0.5034118821243414,False
423,7.05,,,,,,,,0.5032355949292093,False
424,7.0667,right,158.7649164733244,borderline,-17.201282147686022,forefoot_strike,0.025966815700170842,good_stride,0.5028372618423209,True
425,7.0833,,,,,,,,0.5013026036049786,False
426,7.1,,,,,,,,0.49932832203590993,False
427,7.1167,,,,,,,,0.4970634863912319,False
428,7.1333,,,,,,,,0.4947483584966319,False
429,7.15,,,,,,,,0.4924075354439354,False
430,7.1667,,,,,,,,0.49048891464642835,False
431,7.1833,,,,,,,,0.4887737479907087,False
432,7.2,,,,,,,,0.4874256114272711,False
433,7.2167,,,,,,,,0.4862842513605836,False
434,7.2333,,,,,,,,0.4853167638309953,False
435,7.25,,,,,,,,0.4861053133576243,False
436,7.2667,,,,,,,,0.48693309732707296,False
437,7.2833,,,,,,,,0.48826261820697237,False
438,7.3,,,,,,,,0.4893666442769786,False
439,7.3167,,,,,,,,0.4905737737757574,False
440,7.3333,,,,,,,,0.49158354703625595,False
441,7.35,,,,,,,,0.4927229587462285,False
442,7.3667,,,,,,,,0.4936307754432965,False
443,7.3833,,,,,,,,0.4943892366301697,False
444,7.4,left,161.05562777125883,borderline,-18.36113347590936,forefoot_strike,0.019627601989597787,good_stride,0.49502763872383504,True
445,7.4167,,,,,,,,0.4951711081016503,False
446,7.4333,,,,,,,,0.49474931647612497,False
447,7.45,,,,,,,,0.4940518819556864,False
448,7.4667,,,,,,,,0.49327823600824094,False
449,7.4833,,,,,,,,0.4923603460762028,False
450,7.5,,,,,,,,0.49156620788983324,False
451,7.5167,,,,,,,,0.49082207580103393,False
452,7.5333,,,,,,,,0.4903269304891241,False
453,7.55,,,,,,,,0.49000071119207267,False
454,7.5667,,,,,,,,0.4899184471709843,False
455,7.5833,,,,,,,,0.49116986063320356,False
456,7.6,,,,,,,,0.49301349292251645,False
457,7.6167,,,,,,,,0.494802571823277,False
458,7.6333,,,,,,,,0.4967594822127376,False
459,7.65,,,,,,,,0.4988216125772559,False
460,7.6667,,,,,,,,0.50046964966671,False
461,7.6833,,,,,,,,0.5017705420395964,False
462,7.7,,,,,,,,0.50274412245467,False
463,7.7167,,,,,,,,0.5034730020014747,False
464,7.7333,right,160.35563061645001,borderline,-13.188741443668588,forefoot_strike,0.016327264823132237,good_stride,0.5040423525926379,True
465,7.75,,,,,,,,0.5030444521811035,False
466,7.7667,,,,,,,,0.501627947912284,False
467,7.7833,,,,,,,,0.49939097850001846,False
468,7.8,,,,,,,,0.4972217979930048,False
469,7.8167,,,,,,,,0.494840834235745,False
470,7.8333,,,,,,,,0.4925992621606968,False
471,7.85,,,,,,,,0.4905894238357551,False
472,7.8667,,,,,,,,0.488989500839605,False
473,7.8833,,,,,,,,0.4877486143653935,False
474,7.9,,,,,,,,0.48672224803171005,False
475,7.9167,,,,,,,,0.48741762393828686,False
476,7.9333,,,,,,,,0.4882618568470147,False
477,7.95,,,,,,,,0.4893390290838129,False
478,7.9667,,,,,,,,0.4902588454361956,False
479,7.9833,,,,,,,,0.4911592404715097,False
480,8.0,,,,,,,,0.49221580053148645,False
481,8.0167,,,,,,,,0.4931486814001917,False
482,8.0333,,,,,,,,0.4938771809220728,False
483,8.05,,,,,,,,0.49447156257431424,False
484,8.0667,left,160.3122151469294,borderline,-21.77616732798981,forefoot_strike,0.01863694716012576,good_stride,0.4949696062723216,True
485,8.0833,,,,,,,,0.49525298615320995,False
486,8.1,,,,,,,,0.4950640482152542,False
487,8.1167,,,,,,,,0.49402833736493734,False
488,8.1333,,,,,,,,0.49280505213264836,False
489,8.15,,,,,,,,0.49163855479518226,False
490,8.1667,,,,,,,,0.4903758081466789,False
491,8.1833,,,,,,,,0.4890121763956876,False
492,8.2,,,,,,,,0.48779341681757477,False
493,8.2167,,,,,,,,0.4867755100598562,False
494,8.2333,,,,,,,,0.4859531518864757,False
495,8.25,,,,,,,,0.4864629208234754,False
496,8.2667,,,,,,,,0.4876526335715632,False
497,8.2833,,,,,,,,0.48910356588361714,False
498,8.3,,,,,,,,0.490980420589426,False
499,8.3167,,,,,,,,0.49280900427622243,False
500,8.3333,,,,,,,,0.4945215082755865,False
501,8.35,,,,,,,,0.49600311529917873,False
502,8.3667,,,,,,,,0.4974370989243215,False
503,8.3833,,,,,,,,0.498913493136808,False
